SID,ALTSID,NOTES,FID,GENUS,SPECIES,GID,ITISTSN,COMMONNAME,OTHERNAMES,FamilyNumber,NATIVE,NONFEED,BENTHIC,SURWCOL,ALGPHYTO,MACVASCU,DETRITUS,INVLVFSH,FSHCRCRB,BLOOD,EGGS,OTHER,MAXTL,MATUAGE,LONGEVITY,FECUNDITY,SERIAL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,SEASON,REPSTATE,A_1_1,A_1_2,A_1_3A,A_1_3B,A_1_3C,A_1_4,A_1_5,A_1_6,A_2_3A,A_2_3B,A_2_3C,A_2_4A,A_2_4C,B_1_3A,B_1_4,B_2_2,B_2_3A,B_2_3B,B_2_4,B_2_5,B_2_6,B_2_7A,B_2_7B,B_2_7C,C1_3_4_C24,EURYHALINE,MINTEMP,MAXTEMP,LONGCENTROID,LATCENTROID,MUCK,CLAYSILT,SAND,GRAVEL,COBBLE,BOULDER,BEDROCK,VEGETAT,DEBRDETR,LWD,PELAGIC,PREFLOT,PREFLEN,POTANADR,LACUSTRINE,LOWLAND,UPLAND,MONTANE,LARGERIV,SMALLRIV,SPRGSUBT,CREEK,SLOWCURR,MODCURR,FASTCURR,AREAKM2,PERIMETER,PATCHES,LATRANGE,LONRANGE,LISTED,REASON,LIST1,LIST2,LIST3,LIST4,LIST5,EXTINCT
Lminiatu,Lminiatu,444,Centrarc,Lepomis,miniatus,Lepomis,168157,redspotted sunfish,.,349,1,0,1,1,0,0,0,1,1,0,0,0,18.0,2.0,5.0,15000,1,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8,34.1,368301.28048,1061653.69035,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,789042,5981,2,1573,1492,0,0,0,0,0,0,0,O
Lpunctat,Lpunctat,454,Centrarc,Lepomis,punctatus,Lepomis,168155,spotted sunfish,.,349,1,0,1,1,1,1,1,1,1,0,0,0,20.0,2.0,5.0,15000,1,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,5.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,33.2,604899.42502,1060947.38920,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1322189,7962,3,1679,2108,0,0,0,0,0,0,0,O
Lsymmetr,Lsymmetr,458,Centrarc,Lepomis,symmetricus,Lepomis,168156,bantam sunfish,.,349,1,0,1,1,0,0,0,1,0,0,0,0,9.0,1.0,3.5,1600,0,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9,34.1,360654.46082,1048319.40346,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,353440,3598,2,1350,731,0,0,0,0,0,0,0,O
Lommata,Lommata,448,Fundulid,Leptolucania,ommata,Leptoluc,165696,pygmy killifish,.,262,1,0,0,0,0,0,0,1,0,0,0,0,2.7,0.8,2.0,-555,-555,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,7.00,AL,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,4.9,33.2,1224425.51022,854998.01849,1,1,0,0,0,0,0,1,0,0,0,1,0,-555,0,1,0,0,0,1,0,1,1,0,0,146067,2410,1,484,823,0,0,0,0,0,0,0,O
Lidus,Lidus,776,Cyprinid,Leuciscus,idus,Leuciscu,163576,ide,.,102,0,0,0,0,0,0,0,1,1,0,0,0,76.0,5.0,18.0,114000,0,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,Europe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Llota,Llota,437,Gadidae,Lota,lota,Lota,164725,burbot,.,220,1,0,1,1,0,0,0,1,1,0,1,0,152.0,3.0,20.0,1362000,0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,WI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-253988.71827,4007350.00917,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,14737660,46900,17,5033,6799,0,0,0,0,0,0,0,O
Iphleget,Iphleget,406,Cyprinid,Iotichthys,phlegethontis,Iotichth,163567,least chub,.,102,1,0,0,1,1,0,0,1,0,0,0,0,8.0,1.0,3.0,2700,1,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,UT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.4,33.3,-1356880.69772,2098639.90229,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,51276,864,1,323,208,1,1,1,0,0,1,0,O
Lparva,Lparva,450,Fundulid,Lucania,parva,Lucania,165679,rainwater killifish,.,262,1,0,1,0,1,1,0,1,0,0,0,0,6.2,0.4,-555.0,-555,-555,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,12.00,AL,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,1,2.1,33.1,588987.46095,980132.10055,0,1,1,0,0,0,0,1,0,0,0,1,0,-555,0,1,1,0,1,1,0,0,1,0,0,730935,11473,1,2182,2953,0,0,0,0,0,0,0,O
Lgoodei,Lgoodei,431,Fundulid,Lucania,goodei,Lucania,165680,bluefin killifish,.,262,1,0,1,1,1,1,0,1,0,0,0,0,6.0,1.0,2.0,300,1,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,6.00,NC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,33.0,1344762.71495,768708.70715,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,184166,3158,1,971,727,0,0,0,0,0,0,0,O
Lalbeolu,Lalbeolu,412,Cyprinid,Luxilus,albeolus,Luxilus,163826,white shiner,.,102,1,0,0,1,0,0,0,1,0,0,0,0,13.0,1.0,3.0,1482,0,0.00,0.00,0.00,0.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,2.50,VA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,31.8,1464605.83931,1626935.72337,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,85320,1236,1,380,382,0,0,0,0,0,0,0,O
Lcardina,Lcardina,421,Cyprinid,Luxilus,cardinalis,Luxilus,163828,cardinal shiner,.,102,1,0,1,1,1,1,0,1,0,0,0,0,11.0,1.0,4.0,1500,0,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,AR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,33.4,85370.37588,1478727.81320,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,65623,1903,5,518,400,0,0,0,0,0,0,0,O
Lcerasin,Lcerasin,422,Cyprinid,Luxilus,cerasinus,Luxilus,163830,crescent shiner,.,102,1,0,1,1,0,1,0,1,0,0,0,0,11.0,1.5,4.0,4000,0,0.00,0.00,0.50,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,4.00,VA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,31.4,1479209.32000,1665594.57459,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,35045,814,1,182,299,0,0,0,0,0,0,0,O
Lchrysoc,Lchrysoc,423,Cyprinid,Luxilus,chrysocephalus,Luxilus,163832,striped shiner,.,102,1,0,1,1,1,1,1,1,1,0,1,0,18.0,2.0,6.0,1150,0,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,6.00,MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,31.6,809980.20213,1655181.07715,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1200793,9158,2,1677,1759,0,0,0,0,0,0,0,O
Lcoccoge,Lcoccoge,424,Cyprinid,Luxilus,coccogenis,Luxilus,163834,warpaint shiner,.,102,1,0,0,1,0,0,0,1,0,0,0,0,14.0,2.0,4.0,1600,0,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,VA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1,28.6,1095908.33553,1482498.59567,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,77606,1482,1,350,546,0,0,0,0,0,0,0,O
Lcornutu,Lcornutu,425,Cyprinid,Luxilus,cornutus,Luxilus,163836,common shiner,.,102,1,0,1,1,1,1,1,1,1,0,0,0,18.0,2.0,6.0,1950,0,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.9,26.0,848218.04359,2403256.53056,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,2312377,17531,2,2545,3443,0,0,0,0,0,0,0,O
Lpilsbry,Lpilsbry,451,Cyprinid,Luxilus,pilsbryi,Luxilus,163838,duskystripe shiner,.,102,1,0,1,1,1,1,1,1,0,0,0,0,13.0,2.0,4.0,1500,0,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,MO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,33.3,307558.70267,1473015.79050,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,36560,836,1,229,237,0,0,0,0,0,0,0,O
Lzonatus,Lzonatus,462,Cyprinid,Luxilus,zonatus,Luxilus,163840,bleeding shiner,.,102,1,0,0,1,0,0,0,1,0,0,0,0,13.0,2.0,3.0,1500,0,0.00,0.00,0.00,0.50,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,3.00,MO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2,31.6,387064.61054,1622669.01364,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,60256,1079,1,355,340,0,0,0,0,0,0,0,O
Lzonisti,Lzonisti,463,Cyprinid,Luxilus,zonistius,Luxilus,163843,bandfin shiner,.,102,1,0,0,1,0,0,0,1,0,0,0,0,10.0,1.5,4.0,1500,0,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,AL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,32.6,1036958.47895,1130990.83395,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,49316,1242,1,504,223,0,0,0,0,0,0,0,O
Lardens,Lardens,416,Cyprinid,Lythrurus,ardens,Lythruru,163847,rosefin shiner,.,102,1,0,1,1,1,0,1,1,0,0,0,0,8.5,1.0,2.5,1139,0,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,VA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1,30.5,1014454.38179,1633832.73838,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,287847,3547,3,860,993,0,0,0,0,0,0,0,O
Latrapic,Latrapic,417,Cyprinid,Lythrurus,atrapiculus,Lythruru,163849,blacktip shiner,.,102,1,0,0,1,0,0,0,1,0,0,0,0,65.0,0.5,1.5,300,1,0.00,0.00,0.00,0.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,2.50,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,32.4,987069.30952,1023926.41873,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,47163,948,1,346,262,0,0,0,0,0,0,0,O
Lbellus,Lbellus,420,Cyprinid,Lythrurus,bellus,Lythruru,163851,pretty shiner,.,102,1,0,0,1,0,1,0,1,0,0,0,0,7.5,1.5,3.0,1000,0,0.00,0.00,0.00,0.50,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,3.00,MS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,32.8,797908.85487,1129794.97539,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,78710,1386,1,430,352,0,0,0,0,0,0,0,O
Lfasciol,Lfasciol,428,Cyprinid,Lythrurus,fasciolaris,Lythruru,201928,scarlet shiner,scarletfin shiner,102,1,0,0,1,0,0,0,1,0,0,0,0,8.0,1.5,3.5,1139,0,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.50,Zzz,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.0,-555.0,5555555.555555,5555555.555555,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,287847,3547,-555,-555,-555,0,0,0,0,0,0,0,O
Lfumeus,Lfumeus,429,Cyprinid,Lythrurus,fumeus,Lythruru,163853,ribbon shiner,.,102,1,0,1,1,0,1,1,1,0,0,0,0,7.0,1.5,3.0,1000,0,0.00,0.00,0.00,0.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.50,MS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,33.7,389873.44156,1193172.60885,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,448187,4885,1,1254,1005,0,0,0,0,0,0,0,O
Llirus,Llirus,436,Cyprinid,Lythrurus,lirus,Lythruru,163855,mountain shiner,.,102,1,0,1,1,1,0,1,1,0,0,0,0,7.5,2.0,3.0,1000,0,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,2.00,VA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,30.5,930007.85726,1352566.32779,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,77730,2306,2,576,596,0,0,0,0,0,0,0,O
Lmatutin,Lmatutin,441,Cyprinid,Lythrurus,matutinus,Lythruru,201926,pinewoods shiner,.,102,1,0,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,8.6,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1.1,31.4,1540977.18906,1556699.83851,0,0,1,0,0,0,0,0,0,0,0,1,0,-555,0,0,1,1,0,1,0,1,0,1,0,26266,598,1,167,208,0,0,0,0,0,0,0,O
Lroseipi,Lroseipi,456,Cyprinid,Lythrurus,roseipinnis,Lythruru,163857,cherryfin shiner,.,102,1,0,0,0,0,0,0,1,0,0,0,0,6.4,2.0,-555.0,300,-555,0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,6.00,AL,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,1.7,33.1,605739.72263,992497.53185,0,0,1,1,0,0,0,0,0,0,0,1,0,-555,0,1,0,0,0,1,0,1,1,0,0,86803,1397,2,503,340,0,0,0,0,0,0,0,O
Lsnelson,Nsnelson,599,Cyprinid,Lythrurus,snelsoni,Lythruru,163859,Ouachita shiner,Ouachita mountain shiner,102,1,0,1,1,0,0,0,1,0,0,0,0,5.1,1.0,2.0,200,0,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,2.00,AR,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,0,-1.5,33.3,149282.24965,1249940.97700,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,10095,389,1,88,145,1,3,1,0,0,0,0,O
Lumbrati,Lumbrati,460,Cyprinid,Lythrurus,umbratilis,Lythruru,163861,redfin shiner,.,102,1,0,1,1,1,0,0,1,0,0,0,0,8.5,1.0,2.5,877,0,0.00,0.00,0.00,0.50,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,4.00,MS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3,31.3,559766.32597,1752928.09220,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1260469,8709,7,1751,1600,0,0,0,0,0,0,0,O
Haestiva,Maestiva,464,Cyprinid,Macrhybopsis,aestivalis,Macrhybo,163864,speckled chub,.,102,1,0,1,0,0,1,1,1,0,0,0,0,7.6,1.0,1.5,796,1,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,MS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,34.6,114543.59039,1343103.95444,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,2749817,9207,1,2226,2433,1,2,1,0,1,0,0,O
Mgelida,Mgelida,486,Cyprinid,Macrhybopsis,gelida,Macrhybo,163866,sturgeon chub,.,102,1,0,1,1,0,0,0,1,0,0,0,0,9.0,2.0,3.5,2000,0,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,KS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4,31.1,-347747.76412,2193449.40612,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,619750,5461,2,2055,1624,1,3,1,0,0,0,0,O
Mmeeki,Hmeeki,382,Cyprinid,Macrhybopsis,meeki,Macrhybo,163868,sicklefin chub,.,102,1,0,1,0,0,0,0,1,0,0,0,0,10.0,2.0,4.0,5000,1,0.00,0.00,0.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,TN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-11.9,30.7,-21787.75397,2063510.46041,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,182805,4591,2,1900,1375,1,3,1,0,0,0,0,O
Mstoreri,Mstoreri,502,Cyprinid,Macrhybopsis,storeriana,Macrhybo,163870,silver chub,.,102,1,0,1,0,0,1,0,1,1,0,0,0,23.0,2.0,4.0,10000,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,TN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1,31.9,428669.10494,1685432.13920,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1695335,9453,3,2362,1963,0,0,0,0,0,0,0,O
Mmargari,Mmargari,491,Cyprinid,Margariscus,margarita,Margaris,163873,pearl dace,.,102,1,0,1,1,1,0,1,1,1,0,0,0,16.0,2.0,4.0,4240,0,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,VA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,198976.27083,3110558.18929,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,4264944,22707,4,2568,4234,0,0,0,0,0,0,0,O
Mfulgida,Mfulgida,485,Cyprinid,Meda,fulgida,Meda,163583,spikedace,.,102,1,0,1,1,0,0,0,1,0,0,0,0,9.1,1.0,2.5,1000,1,0.00,0.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,NM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,37.7,-1313672.39254,1229490.18236,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,106616,1482,1,460,500,1,1,1,0,0,1,0,O
Mberylli,Mberylli,471,Atherino,Menidia,beryllina,Menidia,165993,inland silverside,.,246,1,0,0,1,1,0,0,1,0,0,0,0,15.0,1.0,2.0,20000,1,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,33.4,523037.69730,1024179.02540,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,901893,12885,1,2085,2919,0,0,0,0,0,0,0,O
Mconchor,Mconchor,477,Atherino,Menidia,conchorum,Menidia,165995,key silverside,.,246,1,0,0,1,0,0,0,1,0,0,0,0,5.0,-999.0,-999.0,-999,-999,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,FL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-555.0,-555.0,1523470.49228,323673.69682,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,482,503,18,138,184,1,2,1,0,0,0,0,O
Mextensa,Mextensa,484,Atherino,Menidia,extensa,Menidia,165997,Waccamaw silverside,.,246,1,0,0,1,0,0,0,1,0,0,0,0,7.0,1.0,2.0,300,1,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,6.50,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,32.2,1618381.22695,1407985.75383,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,8553,365,1,117,102,1,2,1,0,0,0,1,O
Mcatarac,Mcatarac,474,Centrarc,Micropterus,cataractae,Micropte,564610,shoal bass,.,349,1,0,1,1,0,0,0,1,1,0,0,0,50.0,3.0,8.0,23800,0,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7,33.0,1073723.74227,1040795.85949,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,47034,928,1,388,196,1,3,1,0,0,1,0,O
Mcoosae,Mcoosae,479,Centrarc,Micropterus,coosae,Micropte,168163,redeye bass,.,349,1,0,1,1,0,0,0,1,1,0,0,0,47.0,3.0,10.0,2334,0,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6,31.9,1040214.39263,1262605.86456,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,119043,1697,1,382,594,0,0,0,0,0,0,0,O
Mdolomie,Mdolomie,481,Centrarc,Micropterus,dolomieu,Micropte,550562,smallmouth bass,.,349,1,0,1,1,0,0,0,1,1,0,0,0,69.0,3.5,15.0,27000,0,0.00,0.00,0.00,1.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,2.25,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.0,28.3,788371.55163,2153371.24990,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1817217,15155,1,1846,2069,0,0,0,0,0,0,0,O
Mnotius,Mnotius,494,Centrarc,Micropterus,notius,Micropte,168164,Suwannee bass,.,349,1,0,1,1,0,0,0,0,1,0,0,0,40.0,3.0,12.0,20000,0,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.9,33.2,1235149.34202,867562.08020,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,24826,942,2,235,239,0,0,0,0,0,0,0,O
Mpunctul,Mpunctul,497,Centrarc,Micropterus,punctulatus,Micropte,168161,spotted bass,.,349,1,0,1,1,0,0,0,1,1,0,0,0,63.5,2.5,7.0,47000,0,0.00,0.00,0.00,0.25,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.75,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9,32.8,535589.68467,1290855.29962,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1315969,5963,1,1459,1670,0,0,0,0,0,0,0,O
Msalmoid,Msalmoid,499,Centrarc,Micropterus,salmoides,Micropte,168160,largemouth bass,.,349,1,0,1,1,0,0,0,1,1,0,0,0,97.0,2.5,16.0,109314,0,0.00,0.00,0.00,0.50,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,3.00,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.3,32.0,638970.75306,1547193.36168,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,3468067,14770,1,2721,2550,1,4,0,0,0,0,0,O
